sig_id,drug_id
id_99b761b30,2284046f5
id_99b911e18,5958e3d89
id_99bccacb9,e8daf49ca
id_99bd16e2d,f594b3345
id_99bd7efbc,9a52a0142
id_99c706e46,07b2e0af0
id_99cec28b0,456e54186
id_99d1b2a80,63c96bd5d
id_99d26ff77,293ee6a10
id_99d44a2a9,42e08cf8e
id_99d8c70b2,3fe1f2d3a
id_99ddb558c,c9c489767
id_99e0ea683,3f3f003bc
id_99e512c18,292ab2c28
id_99e95a9fa,e66a8b138
id_99eacef5a,4501c0f05
id_99eb32a17,d6cf25434
id_99efd9c6d,87d714366
id_99f0dbfd7,9510eba67
id_99f26f766,e0cd5c091
id_99f2e4e93,859076f27
id_99f68ef1e,77ca07d42
id_99f85ea3a,2294112df
id_99faa182b,66dc0685e
id_99fd7ca12,a1976a4b8
id_99ffae844,ae915ad1f
id_9a066eb31,6324b63b6
id_9a11178e3,cacb2b860
id_9a128b1c0,11f5f3784
id_9a13eddc4,5ac378d8a
id_9a144442f,c9798b7d8
id_9a1512009,8abcc3151
id_9a183d362,98b848210
id_9a1a8100d,d08af5d4b
id_9a1b42124,6c90f6912
id_9a1de8457,64c4c2b32
id_9a20ab696,74b575fae
id_9a2203dad,91dc8bab8
id_9a228b3a5,feb9315c0
id_9a27ae265,2353e1221
id_9a32f248c,75c40f416
id_9a3487241,b6dc8d1e1
id_9a3696cdd,87d714366
id_9a36d07c1,282850f68
id_9a3785e08,02084574f
id_9a3ac2acd,e78c48114
id_9a3c7f40e,80ceedc56
id_9a3da64fa,eb56effe8
id_9a44f00cb,cacb2b860
id_9a488ebec,07cca32e8
id_9a4b7989e,29ea347ea
id_9a4c57e44,c8bc897d7
id_9a54f2b8a,677ee6c42
id_9a5ac7d58,3b1b7319a
id_9a5c9e98c,87d714366
id_9a5e1386b,cacb2b860
id_9a63a2143,cacb2b860
id_9a65d9d26,39bf78cd6
id_9a684604b,d4999c2ea
id_9a69d09ef,8b87a7a83
id_9a6a7ab51,cacb2b860
id_9a6acbdfc,1a30dbdd2
id_9a6b657d7,1df2f9781
id_9a6c8995c,52bb1fe11
id_9a7520afc,5628cb3ee
id_9a7f13b74,40b79dd0f
id_9a84761b6,2905ae5c4
id_9a8a8ec19,cacb2b860
id_9a8ab9dd9,25f96be51
id_9a919f1ba,9a7e1dc21
id_9a91d7210,2229f35a4
id_9a92849e4,acccb8d39
id_9a92ebff2,9f80f3f77
id_9a999c6b3,4a65421e6
id_9a9b4d927,8328e4cc1
id_9a9ee2807,a8498721f
id_9aa6bfce1,7b879f902
id_9aa8b9682,9f80f3f77
id_9ab16c767,28f1045d8
id_9ab6bfb3c,e374ee33f
id_9ab6f7008,6499d33fd
id_9ab775371,7d1d72083
id_9abbb3f9a,cacb2b860
id_9abc76691,44821ddca
id_9abd4d28b,9f80f3f77
id_9ac0fdd30,cacb2b860
id_9ac19de55,5f024c577
id_9ac4a1f56,0bfdf50db
id_9ac710551,94255bcc3
id_9ac84f7ba,746ca1f5a
id_9ac850710,87d714366
id_9acbc35ea,f76a83216
id_9acecda98,87d714366
id_9ad08b6dc,ece75cd4b
id_9ad5896bf,8b292f993
id_9adf2b7b8,8bc88a3be
id_9adf57e2a,a2b2bab6e
id_9adfb92e9,48c0a5bd2
id_9adfbe627,87d714366
id_9ae0eda23,3d7235516
id_9ae12a1ee,07ab9d694
id_9ae234ff2,0e33496df
id_9ae74325a,8560ac269
id_9ae79c6cc,f96ead340
id_9ae8be922,d08af5d4b
id_9ae9493ca,d449fda32
id_9af45cded,c6cc9175b
id_9af9616f3,586518b2d
id_9afc1d96a,cacb2b860
id_9afe225fa,57e9d0d9f
id_9b016797b,72d0488d1
id_9b04d92ac,7cfd07b12
id_9b055c456,8693b40e8
id_9b0d11893,cacb2b860
id_9b0dc0fea,87d714366
id_9b0e8d8cb,7bd284b37
id_9b1290e5f,60722ee04
id_9b12f72af,b59f2c4a2
id_9b14b02dd,1cfcd915a
id_9b16f98d3,80b7b6afe
id_9b1786812,21fce610c
id_9b1dd70cd,9ddeb8b52
id_9b22e9ebf,be6a0b3a7
id_9b240c67a,abec24ea6
id_9b25b30a8,35deba05e
id_9b27165f5,352f26962
id_9b2861fcc,cacb2b860
id_9b2b9db24,8a51a2ef0
id_9b2d5063d,299460cf3
id_9b2d83262,d50f18348
id_9b32a597e,adb0c3173
id_9b34e11cf,7a0e28a9a
id_9b3634dbb,52bb1fe11
id_9b364f390,1f5dc16e1
id_9b38d38dd,07bd8c42c
id_9b38efe13,df994947f
id_9b397330d,fa69a1fc0
id_9b397c206,ab50adc64
id_9b398955b,87d714366
id_9b39d67fe,d08af5d4b
id_9b4308ae6,269cfe6ea
id_9b45cdc6e,280fbcd35
id_9b45ec406,60d87ebe7
id_9b47d0eca,87d714366
id_9b4857ce8,cacb2b860
id_9b4961ff6,e7b414c12
id_9b4ecfc62,04fdc0c19
id_9b505d75b,283011b7d
id_9b52edb3b,9dc12fdd6
id_9b57df07d,7614ec763
id_9b57fc284,d1b47f29d
id_9b58ae00a,87d714366
id_9b619678a,1a79afe73
id_9b6223a3a,6ef24fb20
id_9b628bcbe,859076f27
id_9b67b9db7,34b7b10a7
id_9b67ba9ab,728eb0f63
id_9b6918e03,96c2fddf7
id_9b6a2c582,28a15cf13
id_9b6a4b0d7,a8e1ede40
id_9b6ac0d0c,cacb2b860
id_9b71f15c5,81125af64
id_9b777197f,87d714366
id_9b79849c7,b59817415
id_9b79ca3bf,e3d6c3733
id_9b8005afc,8a730738c
id_9b8458347,8abbf7b55
id_9b94f2c9c,18bb41b2c
id_9b974a79f,451edfe72
id_9b9911f16,cacb2b860
id_9b9bf84d3,4d14c0ffe
id_9b9fc0348,c95e712bb
id_9ba102a6c,cacb2b860
id_9ba3b968c,a9d14dd13
id_9ba4eb05c,5bac87c31
id_9ba8cf9b1,c5dae49f8
id_9babf59bc,399cbeb3e
id_9badbe50c,cacb2b860
id_9baddd418,9a72fd9f7
id_9baf8ca8c,d870d8287
id_9bafc5e68,292ab2c28
id_9bb140bb0,9f80f3f77
id_9bb155c3e,87d714366
id_9bb1d3da5,ff9565933
id_9bb372216,88c37c66a
id_9bb724b93,6448c1934
id_9bb88e1a9,7d2c7255a
id_9bb9e0f20,87d714366
id_9bbc4facc,95d5c9ec1
id_9bc008fd6,92b066eb4
id_9bc243c09,cacb2b860
id_9bc34e6fb,5ca4b0b03
id_9bc54060b,586518b2d
id_9bce36b65,2f7e95bd8
id_9bced9391,b7ec107f4
id_9bd0e4933,c7cc905d6
id_9bd363b6b,516644772
id_9bd41e443,cacb2b860
id_9bd4bb08d,9900aeef2
id_9bd564c4c,a7abe00bf
id_9bd7598a9,3228230d1
id_9bdc1d574,c68c3e784
id_9bdc7098b,c63a7ee15
id_9bdd1d6a7,cacb2b860
id_9be0c9d59,d8127a7b9
id_9be2df24b,9f80f3f77
id_9be81f411,87d714366
id_9beb36198,77ca07d42
id_9bebe97de,0249e20c4
id_9beed1fee,0e7d55a49
id_9bf14f7a5,3e99aea6b
id_9bf1c8088,182c3b858
id_9bf26a851,87d714366
id_9bf3fd1e9,25cd3600b
id_9bf45cbab,69e723380
id_9bf82aba7,5dad3f0e4
id_9bf9526c7,20c439875
id_9bfd4b5c1,c129896fe
id_9bfd8d79e,d1b47f29d
id_9bfdc7e4b,292ab2c28
id_9bfe1f3fd,8f154f6ba
id_9c003e3d4,898aa62e6
id_9c01734c8,bda439de9
id_9c020f580,7bb287e49
id_9c065f6af,cacb2b860
id_9c09d76b9,bce9dc5c8
id_9c0c51c9c,cacb2b860
id_9c0cdd44f,a1f4f1154
id_9c0e9e302,292ab2c28
id_9c0f295f4,7cc7db893
id_9c1082a90,eac32b0ef
id_9c128b7cf,df9c4c6af
id_9c198dd0b,74e15b46d
id_9c1b68ee6,d602cdf50
id_9c2adfe3f,cacb2b860
id_9c2ee874e,3b55a4a69
id_9c30610a0,8ee60a3e0
id_9c31a1363,7cc96121b
id_9c3c4746a,13846f436
id_9c3fcc571,317026f45
id_9c416ebaa,a4e7d9c48
id_9c4172be3,dee5dc1b9
id_9c444df49,d1b47f29d
id_9c45f562b,f46b450ef
id_9c46392f8,87d714366
id_9c4bf0b84,4b3c59823
id_9c4c4fb79,54d869553
id_9c4f6681d,ee3e875a5
id_9c513abd6,d5572b376
id_9c519590e,af6850fa6
id_9c556ae6f,a7c5f52df
id_9c58ced0d,ff5a3ecb1
id_9c5cf1ab1,2a89a4876
id_9c5d057d6,3bfc87fbd
id_9c61df26a,126afe3ac
id_9c62ca61a,cacb2b860
id_9c67c12ac,ae712f9ef
id_9c6d90e16,f344437e0
id_9c736a0fe,749a17b48
id_9c745f55e,87d714366
id_9c75ed2c9,81818cf39
id_9c7b3d134,cacb2b860
id_9c7bcdfbf,4e6955508
id_9c7d6e548,96dc4f534
id_9c7df6eab,42591280c
id_9c7eb6936,4dc947904
id_9c7f3f897,cacb2b860
id_9c7fd52fa,d032e3d51
id_9c802397b,d1b47f29d
id_9c802d5cc,a9d14dd13
id_9c8cae791,404af8899
id_9c8e155bd,474256f71
id_9c90c454b,071fd1189
id_9c96d63a5,aa8c877e3
id_9c9bce276,0691eefdd
id_9c9ccd7da,efd921628
id_9ca05623d,8374daa51
id_9ca13a816,d1b47f29d
id_9ca1a1c54,e6cd67235
id_9cab9f7d5,5628cb3ee
id_9cabb5fe0,b96fb04fa
id_9cb052862,f332d21c7
id_9cb1f6f2b,95d5c9ec1
id_9cb24bb60,ff539cce7
id_9cb36d67c,00321ea80
id_9cb3e8371,dca99d7e0
id_9cb5e1498,24936702f
id_9cb6112c7,7380e6402
id_9cbaf7b74,465a867a2
id_9cbd3f760,a9a5bbe24
id_9cbe55950,ee24bf4a9
id_9cc068e39,42591280c
id_9cc19a715,75e7d9739
id_9cc54fd51,cacb2b860
id_9cc58288a,721fbbc54
id_9cc7a477d,9e11305b9
id_9ccd226e4,d08af5d4b
id_9ccf5a77d,6d62ed1d1
id_9cd6907f3,fc4cd4585
id_9cd7d1c70,b439cd83a
id_9cd8546c5,81828c953
id_9cd9d0b41,cacb2b860
id_9cdac4553,9f31b00f7
id_9cdca55ae,2c89382cc
id_9cdca62c0,9c9b4e56a
id_9cdccde5c,ae0c59f9b
id_9cde36242,059eeaab7
id_9cdf6295e,4412f3146
id_9ce0e5d93,cedb6c4a8
id_9ce1885a6,3dbaab6f8
id_9ce61f371,01ee58f64
id_9ceff7000,81818cf39
id_9cf003ec9,158113616
id_9cf27567a,f9d0d8f63
id_9cf45d3c2,f8446fc97
id_9cfc16006,26901f17d
id_9cfe354f7,1bcab17e9
id_9cfe577a5,87d714366
id_9cff457ee,27ba2d779
id_9cffcecc3,fcc2e5b7e
id_9d0182d8c,86b856115
id_9d03093e8,7a6d4cd33
id_9d0329f36,7ee8a40af
id_9d066c9d9,d08af5d4b
id_9d0a3b9cd,ea95f5d40
id_9d0ac7636,e5e3e1b93
id_9d0c542d6,cacb2b860
id_9d0d4b26d,1191ff5f9
id_9d0d6c0a5,a3ee887d9
id_9d0e3ae04,87d714366
id_9d104ad1b,0166f205e
id_9d12e884a,ed092dc8d
id_9d133430e,34b7b10a7
id_9d179e057,cacb2b860
id_9d17dac5a,be250c977
id_9d1a185f5,1be20d6f2
id_9d1f329ca,d1b47f29d
id_9d2d95e26,a7561b089
id_9d30612f5,d9373049c
id_9d32fc499,c459135fb
id_9d38a88c2,898aa62e6
id_9d3917586,870cf5377
id_9d3b2a32a,e80240e24
id_9d3c409a8,cacb2b860
id_9d424b8f8,8b87a7a83
id_9d4785bb6,3c8c824ff
id_9d479e69d,c32e14a0c
id_9d4931992,87d714366
id_9d49dbcb3,4551cb051
id_9d4c0d9df,d8af76b75
id_9d4de25a3,d08af5d4b
id_9d528ff08,7448e44d7
id_9d53f9e73,36ab4aaf7
id_9d580fdf1,987f5f004
id_9d5ab790d,9288cf822
id_9d5d2755d,292ab2c28
id_9d5f0fa6e,ae5ed53b2
id_9d6411465,4e899d487
id_9d67b5fa4,cacb2b860
id_9d6994192,9b87ce240
id_9d6eb2bb3,e0e31724c
id_9d6f7c79a,a9f09ee64
id_9d725b583,4cc9e5f31
id_9d73601e2,cacb2b860
id_9d744d6f7,fe05943c9
id_9d7507957,95a5b4f7e
id_9d767545e,e66734551
id_9d77d8eb3,b1b429d55
id_9d7d8df49,661a4dd2f
id_9d7ed06ee,cacb2b860
id_9d7f70759,f594b3345
id_9d8415bca,3610da8fc
id_9d85b34d1,0b1ed98a0
id_9d8623f67,f4f4771c9
id_9d8662459,ddc4292ba
id_9d88a67ab,4521062d2
id_9d8d38d07,cacb2b860
id_9d8ebf0cc,7a0e28a9a
id_9d9021ae4,4807560f3
id_9d9739e2b,c5b400b1f
id_9d97f662c,03b86deca
id_9d98492b8,673a97299
id_9d99d9741,da7542ede
id_9da862fa4,0a90ac6bb
id_9dabe02ac,4634a07d1
id_9db13f47c,f8370b963
id_9db1bab57,eac5c838f
id_9db5798f4,42e5e3f31
id_9db92c935,292ab2c28
id_9dbfa3c1c,f65834b15
id_9dcc3a5dd,5f5bcae2c
id_9dd0e2645,279d0637e
id_9dd283db2,39b5b0061
id_9dd3a0e4d,3f374d199
id_9dd3cd3f9,94e537324
id_9dd4cd684,f5dcd0b85
id_9dd6cbbee,1bece7355
id_9ddd0602a,cacb2b860
id_9ddd812d9,dee951f41
id_9dde1a0b3,cacb2b860
id_9ddfa35b7,7d1cf068f
id_9de03d3a0,cacb2b860
id_9de294840,80520276a
id_9de2b9b0f,4e2f4d81b
id_9de2c43ef,cacb2b860
id_9de5ba647,66dc0685e
id_9de794bc7,85d5eda60
id_9deae842e,36483057c
id_9defba85b,172d8eb80
id_9df053b2c,62175d766
id_9df092041,738854e8f
id_9df2a4a25,8e99eca56
id_9df39f27e,292ab2c28
id_9df5bab6e,9f80f3f77
id_9df5f5181,a44e72ca3
id_9df646f8d,63f43cb38
id_9df79d470,01af4c881
id_9df7ddd2d,d7b50861a
id_9df8054e0,a68423cff
id_9df9cfe0f,8b87a7a83
id_9dfd50c23,4787e9cc1
id_9dfd53db5,c699542af
id_9dfd71961,cacb2b860
id_9e021c787,9f80f3f77
id_9e03e0be0,cacb2b860
id_9e0ee1257,10e92bab7
id_9e0fbcc32,6eb8ff3da
id_9e120f4cd,87d714366
id_9e130e0ef,81818cf39
id_9e143a5b3,38edb23a3
id_9e164e234,66ff35613
id_9e1a21dc6,ad7b5d8e2
id_9e1ad2d0a,ea8ed8051
id_9e1d4d601,5628cb3ee
id_9e1e0f0bb,dc4d07d58
id_9e1ef7cf5,cacb2b860
id_9e2101a73,4a65421e6
id_9e2f34ae5,6326e38e9
id_9e30cf12a,1abc45fa3
id_9e313c9b1,99d524de4
id_9e33c770f,cacb2b860
id_9e3482e08,cacb2b860
id_9e378c242,11b3dbac8
id_9e39f8d2f,d4c998587
id_9e3e32a3a,d50f18348
id_9e404d92e,f77cfeff3
id_9e40750f3,d08af5d4b
id_9e466047a,0838d5330
id_9e4c1050a,c38f14d3d
id_9e4db027e,d1b47f29d
id_9e531e9de,d3cc51fba
id_9e59371e6,db657e8ac
id_9e5b803b2,cacb2b860
id_9e5b84c85,7aaaab610
id_9e5bc8a08,42c4f2a5a
id_9e5d22e95,1d4c91026
id_9e5d4ed3f,88c712fc0
id_9e5fb8475,0438952f6
id_9e5fed43e,62ad50147
id_9e651727f,50cd26ac2
id_9e656c5c3,d4999c2ea
id_9e66062f6,d56702d3b
id_9e6800009,2266410ca
id_9e6900633,e2eb1d736
id_9e6d96428,91a61ad44
id_9e6eb861c,0fb911637
id_9e6eb9708,cacb2b860
id_9e6f8d218,31d1b5808
id_9e737d848,7f69271a1
id_9e78f55a7,269cfe6ea
id_9e7942867,3e2f492de
id_9e7ae6057,d14b6b651
id_9e7ca66f2,876e12b44
id_9e7cd69bf,19a4c17a6
id_9e800345e,685f4da60
id_9e825c5c9,39631cf46
id_9e828d219,d1b47f29d
id_9e8bb650c,278991dd3
id_9e902bc32,cacb2b860
id_9e9082503,7cc96121b
id_9e921296f,ef8b7fe07
id_9e92bd2a2,956c3b5da
id_9e9554908,9574c8381
id_9e999cbd4,3e6baa5f6
id_9e9b3f025,cacb2b860
id_9eaaccabe,1087fbcdd
id_9eab5e490,c20801db6
id_9ead469f6,8abcc3151
id_9eb13090e,3c4992a3d
id_9eb2565b8,2ff2b2628
id_9eb73fd98,c8ce35de9
id_9ebaee8e5,5def38f5f
id_9ebd8e39d,d50f18348
id_9ebfa7ef0,cc88e1e3c
id_9ec025780,d6c695e8f
id_9ec6fe23f,29c8a163f
id_9ec7a676b,aa29a93b4
id_9ec959fe7,50e38451f
id_9ecc1befb,77cb724f6
id_9ed05d25e,a7c5f52df
id_9ed33a019,74741b81b
id_9ed353061,9f98326fc
id_9ed5a43ff,e0fe86b6b
id_9ed6c32eb,d50f18348
id_9ed9c30ab,668bd9b0f
id_9edcb1d4c,42591280c
id_9edd17573,729f3ce84
id_9edd2edf4,80b7b6afe
id_9eded3029,4b138d0a8
id_9ee876cc3,de8fa84b4
id_9eea3e1b0,9cce94064
id_9eec60495,ab416e5b9
id_9eee050ac,42cf06e23
id_9eef9f417,ad2f68280
id_9ef049e67,ab3ec4d85
id_9ef061c23,92d8a1677
id_9ef54c0c8,c96f93956
id_9ef60a895,1b1a45a6b
id_9ef6c0bf1,beb21d2bc
id_9efe4d1c9,82059df86
id_9f0103f89,87d714366
id_9f037f9ed,cacb2b860
id_9f062acfd,b96d23f70
id_9f08431fb,0fcba9312
id_9f11711be,e08d2504e
id_9f15dea2a,87d714366
id_9f168f097,a226e91f9
id_9f19e417d,f3bdb4f89
id_9f1ddf932,cacb2b860
id_9f1e5a5d0,de1269ab3
id_9f204e8a1,d234a611d
id_9f25d6d65,5aa46f542
id_9f2a2d0f9,2213f37fe
id_9f2bdef58,a3d118bcd
id_9f2d634f7,e9db75952
id_9f3842dc4,f34823c31
id_9f3a3d7e1,adfbd607a
id_9f4123fde,238584dcd
id_9f41d3f0a,e10a9c19b
id_9f4a31cc9,d2bfb8458
id_9f4b8874c,108c2a905
id_9f4d75d57,240f5b164
id_9f51d6837,1da08b29e
id_9f54ea673,e479d920b
id_9f5616645,cacb2b860
id_9f5b22fc0,04fdc0c19
id_9f5d2ee71,07bd8c42c
id_9f5de3fdd,51989c2ad
id_9f604b53c,d41b0360e
id_9f648b851,053b1881a
id_9f6510e0b,8b03bfee8
id_9f67bb2e9,cacb2b860
id_9f67e0edb,4634a07d1
id_9f6fafaf7,87d714366
id_9f71a66b0,b974bd605
id_9f728c47a,7a0e28a9a
id_9f75f4699,42feaa183
id_9f783b1bf,0da838c8c
id_9f84ffa3a,f28dee1cd
id_9f8659327,c59c6dc1a
id_9f8683019,c8631d45b
id_9f8a0ab50,f6d5a3dae
id_9f8cc256c,5394c40d6
id_9f8d710aa,4c33b6fa1
id_9f8db6ed3,5628cb3ee
id_9f8e1bdf5,677c0e043
id_9f8e3e9ed,018fbfcdb
id_9f8f93db3,ad1b1d36e
id_9f90cf063,589e8eaff
id_9f92a8eb8,0a5a4f458
id_9f98a534a,91b830645
id_9f98c60ba,226348f20
id_9f9c52ee7,0d0a37f28
id_9f9c68ac6,1399e6e65
id_9fa6abed7,c095b5186
id_9fae6793d,dc8d950ae
id_9faf51e3d,d3ff26fc7
id_9fb6e82fd,92bcfa08c
id_9fb915934,dc90108c3
id_9fb9c32d9,5628cb3ee
id_9fbc436fe,b1dc63d86
id_9fbd6db45,60fb1a2e9
id_9fc08711d,09f1ecae4
id_9fc3c98be,c4ed464f2
id_9fc672f9f,54dbc6c0a
id_9fc9594a6,cacb2b860
id_9fcaaa682,b96fb04fa
id_9fcb3a10f,df457e042
id_9fd54d933,3e9fc2514
id_9fd5c5187,6dfda028e
id_9fd704a3e,f41f95da5
id_9fd9bed90,dbe9806e4
id_9fdf00963,6540c0b79
id_9fe07af7b,79f6039a3
id_9fe4af71a,ec05ebd4d
id_9fe55d954,7de65c4e8
id_9fe649046,8c4ed26e0
id_9fee5d57c,cacb2b860
id_9ff1f72b8,3dbaab6f8
id_9ff4634dc,d08af5d4b
id_9ff7a82be,10f5655d8
id_9ffacd6df,08ef97d85
id_9ffb074db,cacb2b860
id_a001f66e5,d401a4bc4
id_a002ed17e,e26639b1b
id_a003be940,cacb2b860
id_a007a9cc8,589e8eaff
id_a00e39fa0,a1a709d02
id_a01125d1d,24a3fbf37
id_a012b7f60,e0cd5c091
id_a021f29a2,6c85eef96
id_a0243660f,f66a2c5aa
id_a0244da6f,cacb2b860
id_a0276e356,c7d8e90cc
id_a028d2ffb,ff32d9c31
id_a0291f7f6,4dcf18224
id_a02a884a5,fbcfd25a7
id_a02f765ea,34bccc9b2
id_a03e75e54,15c8a8bc2
id_a042b59a9,34cb34a74
id_a04396ec2,b44092fd6
id_a043f086b,a2ad9316c
id_a0465820b,6c3f1fb45
id_a047846a1,690c67f98
id_a04a180a6,4ded9d77a
id_a04d6971f,57f986a24
id_a05277ab1,e5701c2df
id_a05518047,d50f18348
id_a055feb98,61ecd9a5b
id_a056624ab,69a679a4c
id_a058590b3,404e713a8
id_a05996bc3,ccad8d70f
id_a05da6979,8ab744120
id_a05fa71e6,8903ef6bb
id_a0600cf1d,d74175a91
id_a061958e7,f0bb2c04c
id_a062ffdca,13c8854af
id_a06988f7d,b7ec107f4
id_a069b347f,bbd36745d
id_a070eb552,097e28a80
id_a07416929,5adcd38c7
id_a07467ab2,0553c169f
id_a075d475b,3d7235516
id_a0764cc51,87d714366
id_a07882f1f,ff1dd51ca
id_a07a78365,cacb2b860
id_a07e049a9,82059df86
id_a07feceee,cacb2b860
id_a0829ce26,24c787f29
id_a084022d6,244e7bde9
id_a0856afd6,5adcd38c7
id_a086305ef,4807560f3
id_a08d9c345,4a7e5be3e
id_a0925e6cf,9b87ce240
id_a09354576,75ad700d0
id_a093577e6,721fbbc54
id_a09620969,7cbed3131
id_a09b76004,11b3dbac8
id_a09c88bdf,b19964d8c
id_a09d50edf,88df04154
id_a09df9e7f,9f80f3f77
id_a0a2e886c,728d555a4
id_a0a88f1bd,ad8a9c45d
id_a0aa0808e,ec9e1ae6e
id_a0abfb69e,81f42b0c0
id_a0acfe9bd,3d08fafe8
id_a0ad27715,0222d944c
id_a0b35c726,ffd66e220
id_a0b9502f6,cb2c25132
id_a0bb481d2,cacb2b860
id_a0bbf772f,87d714366
id_a0c0946a1,0212c63a7
id_a0c13f11c,75794d149
id_a0c28a3bd,a3bf5eb18
id_a0c4cf92c,591c4ee47
id_a0c5e3403,ed2223aa5
id_a0c6aec5a,e9b1fef88
id_a0cbcb2e3,d4c515a95
id_a0ce6fc18,10dbb5b2a
id_a0d45b438,cacb2b860
id_a0d46a899,bd4451816
id_a0d6c7d9f,62a1142b7
id_a0d785d19,5628cb3ee
id_a0e5683f5,4c42f8d6f
id_a0e8526c8,4dc947904
id_a0ed88bc6,f3f7c11c4
id_a0f0cd53f,64a61d483
id_a0f263dd6,36b7f5ba2
id_a0f782d05,c3b5cac71
id_a0fa6fc9c,3a383db4a
id_a0fd0e425,e44007061
id_a101b4e9c,75a377dac
id_a10322ece,a20704b85
id_a103e0255,a8bab2657
id_a104f8262,71334a1a3
id_a1085a540,3b3ba1d13
id_a1088ec9c,a3daef582
id_a1093df91,cacb2b860
id_a10cc43a1,9f80f3f77
id_a10dbbb1e,292ab2c28
id_a10e34f9e,9f8251d45
id_a1110e664,989a4f93d
id_a111f2c4e,cacb2b860
id_a111fe002,37cbba316
id_a115772d8,d1b47f29d
id_a116d8b57,972f41291
id_a118fe1cb,6274c8c1f
id_a1191b501,a6854318d
id_a11b2834b,fe6686e67
id_a120203f0,cacb2b860
id_a126f7b83,3859c44f3
id_a12969461,f8d24e330
id_a12cd25d6,b61bae7f5
id_a12eb0aa3,6e010878b
id_a12f7359f,175129f43
id_a13019d06,cacb2b860
id_a13376ae8,2d93ebf27
id_a13c2745b,cacb2b860
id_a140d3fc3,11b3dbac8
id_a1421d29c,cacb2b860
id_a143b0236,afafe3ca9
id_a146a4e76,157d90b1f
id_a14771b72,19bec136e
id_a148c52b8,9f80f3f77
id_a14c1e809,ad2da4efe
id_a14c4a7fc,87d714366
id_a14d1c273,82e9d6227
id_a14dcf6be,a50459702
id_a14f229f3,c50effd51
id_a1504dcd2,cacb2b860
id_a153c58fd,f51af4a54
id_a153ec3e8,3610da8fc
id_a155f8272,991b96cb6
id_a15818ff0,87d714366
id_a15bee9c5,aed4e4afb
id_a15dece6e,d08af5d4b
id_a15e4e7b7,bebfc7fe6
id_a1601977b,b3031b373
id_a16237033,b5886f4ee
id_a16362cb0,e321de4e1
id_a165d1b63,9ef139b37
id_a16809205,1433b6544
id_a16904277,a4d1c1cf6
id_a16be62b4,b2bda17d8
id_a16dca09e,6d96a6775
id_a1756ffaa,3bb4bf1e5
id_a17b23631,cacb2b860
id_a17b66ecc,9cf0df213
id_a17eaac85,9f80f3f77
id_a18099bdc,87d714366
id_a181fd8f9,da3e64ff0
id_a184261f6,e3d6c3733
id_a1855f6ff,d50f18348
id_a18671b96,cacb2b860
id_a188536b0,c1292b6d8
id_a18a21980,d390fef44
id_a18e9ab4b,67a5142d4
id_a1930c146,948b0edbc
id_a1943c88a,c91486e82
id_a197b963a,99d524de4
id_a199e6a3f,a1a709d02
id_a19ff3e20,786d83020
id_a1a6af434,0438952f6
id_a1a6ee799,87d714366
id_a1a754387,e374ee33f
id_a1af4015e,f9d0d8f63
id_a1b06d3a1,72144a9f6
id_a1b0b978a,f59d0edb4
id_a1b37d7c2,cacb2b860
id_a1b3a3eb5,2f7e95bd8
id_a1ba56903,33036fe9b
id_a1bd6cc94,0249e20c4
id_a1c138776,6c85eef96
id_a1c57512d,304da17c7
id_a1cc0262b,858648e0f
id_a1d0f2fb6,08e555b5d
id_a1d2cf12b,1c3236de2
id_a1d55ff49,d1b47f29d
id_a1d567a59,d8fe5bc4f
id_a1d961797,cacb2b860
id_a1dab96dd,a7389b644
id_a1e1375b4,df9c4c6af
id_a1e21e8e1,87d714366
id_a1e33f9ef,e7f466249
id_a1e58fbca,754486b37
id_a1ec8fcaf,2bb4818ff
id_a1eff4290,d7d9a5092
id_a1f45a9fb,620a76eb1
id_a1f5b8329,f66a2c5aa
id_a1f73f24e,a23ade66d
id_a1f9b2e56,15da4702d
id_a1fb5d8c5,1d28447b9
id_a1ffd71d1,ce7077c0d
id_a203c61d6,280fbcd35
id_a20517cc9,6540c0b79
id_a2065ed9c,673c67b84
id_a207ea602,345eb6a69
id_a20fc9a41,07e329107
id_a21963499,6b8b675cc
id_a21b0ffd5,4801f27e4
id_a21db5dd6,91d9ae727
id_a21ffd338,fb3ffdece
id_a221d917b,768504c20
id_a22215a57,3c6a6673a
id_a222c90e8,9aefd7800
id_a226efce5,780f7e833
id_a228f08de,7a07c9d00
id_a22938162,3c4992a3d
id_a22bf7acb,06cb74093
id_a22eec795,5ca4b0b03
id_a22fec01e,cacb2b860
id_a2381b87c,b84f67593
id_a23c124dd,ec05ebd4d
id_a23c64e6d,f8bdaa4d4
id_a250a9199,741b796dd
id_a25103369,146ba19d5
id_a251de3d1,1ea8cd37d
id_a252ad334,29992b374
id_a2549e193,c957f6ac7
id_a25855abe,7df080041
id_a2592d67d,3f9dd627f
id_a25b62e1d,7b847b297
id_a25d06c69,50e38451f
id_a25ffd358,de1269ab3
id_a261b036f,f2c8faae3
id_a264eebf9,3e6b4e4cb
id_a2657edf2,5b07bdf86
id_a2676970b,22d6e0ac1
id_a267eb09e,7c4c06bbb
id_a268acc3f,cacb2b860
id_a2693261d,b30c11496
id_a26a190c9,7a138daac
id_a26c31658,cacb2b860
id_a26ccf621,88c37c66a
id_a2715aad0,adfbd607a
id_a275559e6,95a5b4f7e
